Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Cluster,PCA1,PCA2,Customer Segment
79,3,1316.25,2,3,3,233,0,0.7043288824055327,0.14875957249001864,Regular Customers
373,1,38.1,1,1,1,111,1,-2.421205760055351,1.6740805815409867,Lost Customers
8,6,2170.78,4,4,4,444,2,2.7302701468782464,0.43423897263503486,VIP Customers
211,2,1106.4,1,2,3,123,1,-0.40134955925317634,1.025438286132125,Lost Customers
52,1,521.2,2,1,2,212,0,-0.5082506532128367,-0.8067275935794347,Regular Customers
138,1,147.12,2,1,1,211,0,-1.2419726972449336,-0.2804275727931399,Regular Customers
26,2,1568.23,3,2,3,323,0,0.8669721586319837,-0.30060143091424946,Regular Customers
283,1,559.12,1,1,2,112,1,-1.5362245077965333,1.1965515080907372,Lost Customers
186,6,1607.0600000000002,1,4,3,143,2,1.4020079057111503,1.642608460591717,VIP Customers
84,2,380.64,2,2,2,222,0,-0.47357727213618883,-0.4745301982076663,Regular Customers
327,2,599.97,1,2,2,122,1,-1.3927002561619348,1.7342812941700305,Lost Customers
282,1,374.0,1,1,2,112,1,-1.6990138952052465,1.083294452879793,Lost Customers
143,2,343.2300000000001,1,2,2,122,0,-0.7787174552920372,0.010499454614439926,Regular Customers
58,2,2218.02,2,2,4,224,2,1.3073676419159466,0.3413680164620625,VIP Customers
236,2,854.99,1,2,3,123,1,-0.7436411439834442,1.0977608832947954,Lost Customers
45,3,573.22,3,3,2,332,0,0.18882164322151748,-0.5630919851438734,Regular Customers
276,1,298.0,1,1,1,111,1,-1.7401428773680485,0.9888433245383632,Lost Customers
9,2,1463.04,4,2,3,423,0,0.8500330834918511,-0.5059314788872978,Regular Customers
25,4,703.47,3,3,3,333,0,0.7074887908724977,-0.5238905682279548,Regular Customers
88,1,309.05,2,1,2,212,0,-0.86562671940441,-0.6178319098477639,Regular Customers
63,3,1175.22,2,3,3,233,0,0.6503842759016121,-0.06825712697354996,Regular Customers
68,2,1378.4,2,2,3,223,0,0.5021869172909937,-0.047608430280932944,Regular Customers
214,2,354.12,1,2,2,122,1,-1.0953665689299767,0.6257933192925502,Lost Customers
24,1,376.71999999999997,3,1,2,312,0,-0.5101323732836042,-1.1286476918760138,Regular Customers
186,3,331.0,1,3,2,132,1,-0.6785902980053212,0.5096353237560569,Lost Customers
31,1,176.55,3,1,1,311,0,-0.723318448320014,-1.1817798525683838,Regular Customers
42,2,372.8,3,2,2,322,0,-0.2875278272912176,-0.8392973774419898,Regular Customers
205,2,216.5,1,2,1,121,1,-1.178417554762008,0.4707604973801134,Lost Customers
265,1,138.68,1,1,1,111,1,-1.833618216452663,0.80438129233858,Lost Customers
18,2,496.06,4,2,2,422,0,-0.06570968192568637,-0.9755040987853156,Regular Customers
12,5,2919.81,4,3,4,434,2,3.0802360247507288,0.7549638024203355,VIP Customers
176,2,750.0,1,2,3,123,1,-0.5626623661130229,0.5236305617130781,Lost Customers
40,5,2178.67,3,3,4,334,2,2.281328570476355,0.5761025578089163,VIP Customers
3,5,1662.3,4,3,4,434,2,1.9845658699101154,-0.03332032152823183,VIP Customers
5,5,2483.63,4,4,4,444,2,2.7180261160756922,0.4482664565980553,VIP Customers
149,2,363.65,1,2,2,122,0,-0.7878446352643528,0.07352240039582497,Regular Customers
128,1,594.0,2,1,2,212,0,-0.7919126116438409,-0.11352929119285478,Regular Customers
8,6,1335.19,4,4,3,443,2,1.9747187521592284,-0.038252482301048635,VIP Customers
17,1,162.78,4,1,1,411,0,-0.6713899704633443,-1.3096775441368642,Regular Customers
161,1,405.38,1,1,2,112,1,-1.1142169390468297,0.06293348891001437,Lost Customers
64,1,172.82,2,1,1,211,0,-0.8784428221936413,-0.9007694532944709,Regular Customers
88,4,933.7,2,3,3,233,0,0.6259580518464798,0.14679591569896977,Regular Customers
5,2,694.05,4,2,3,423,0,0.17309641938286877,-0.9750809211198289,Regular Customers
35,5,2062.7,3,4,4,344,2,2.199459656992621,0.4676294344366104,VIP Customers
312,1,117.85,1,1,1,111,1,-2.0685841254897444,1.1958336797691598,Lost Customers
78,2,415.8,2,2,2,222,0,-0.4141939300287555,-0.506124961429007,Regular Customers
24,3,607.53,3,3,2,332,0,0.3164144311068593,-0.7238580969044232,Regular Customers
2,7,2160.7,4,4,4,444,2,3.057669583404805,0.5142009286814551,VIP Customers
17,4,1063.9,4,3,3,433,0,1.0701825867806365,-0.3887174114225253,Regular Customers
15,4,1504.27,4,3,3,433,2,1.477567964326431,-0.15686521984733656,VIP Customers
26,1,114.14,3,1,1,311,0,-0.756757710059291,-1.2599670195190276,Regular Customers
55,2,899.69,2,2,3,223,0,0.12911203772811738,-0.4298310089735257,Regular Customers
131,3,675.6,2,3,3,233,0,-0.11407904401140379,0.2326263850947201,Regular Customers
36,2,604.51,3,2,2,322,0,-0.05042140732021126,-0.7597512755647928,Regular Customers
288,1,462.95,1,1,2,112,1,-1.6461753538547907,1.1850682685935248,Lost Customers
144,6,1603.99,1,4,3,143,2,1.5923704468746624,1.2805385183277316,VIP Customers
16,7,2064.95,4,4,4,444,2,2.9067116907039807,0.5801696070441765,VIP Customers
2,3,1843.0,4,3,4,434,2,1.5347103188931501,-0.21399747619440676,VIP Customers
9,6,1064.07,4,4,3,443,2,1.7249699709366688,-0.18298020598889253,VIP Customers
6,4,1387.79,4,3,3,433,2,1.4136320426818123,-0.2999442494006631,VIP Customers
10,1,329.85,4,1,2,412,0,-0.4881333478679636,-1.2752620592764023,Regular Customers
306,1,108.07,1,1,1,111,1,-2.049836118509195,1.138827212261234,Lost Customers
7,2,266.39,4,2,1,421,0,-0.2227964101107964,-1.199746135358959,Regular Customers
8,8,1856.63,4,4,4,444,2,3.0640569995387033,0.5308763119765099,VIP Customers
89,1,769.8100000000001,2,1,3,213,0,-0.4536000428462937,-0.34871187801122305,Regular Customers
10,1,160.18,4,1,1,411,0,-0.6415511785528398,-1.3712034003156743,Regular Customers
358,2,1660.9,1,2,4,124,1,-0.5759480783384067,2.6001539622125494,Lost Customers
112,1,135.95,2,1,1,211,0,-1.1325108439137748,-0.5098076393643268,Regular Customers
7,4,405.47,4,3,2,432,0,0.5208069298562352,-0.8468260471565816,Regular Customers
198,1,144.8,1,1,1,111,1,-1.5199825790865586,0.23302339883322737,Lost Customers
212,1,738.6,1,1,3,113,1,-1.047440353034766,0.6889039750778962,Lost Customers
156,1,39.239999999999995,1,1,1,111,1,-1.4222928349224744,-0.18700038349155215,Lost Customers
30,2,372.21999999999997,3,2,2,322,0,-0.23286984936242236,-0.9425779104249223,Regular Customers
243,1,390.54,1,1,2,112,1,-1.5047153412198655,0.7580512932593684,Lost Customers
19,1,97.5,3,1,1,311,0,-0.7396140695769453,-1.3294319128180794,Regular Customers
1,2,1239.38,4,2,3,423,0,0.6845850704489123,-0.7010369682045086,Regular Customers
74,2,558.7,2,2,2,222,0,-0.2665877425833568,-0.4596384663697263,Regular Customers
292,1,505.82,1,1,2,112,1,-1.6258058802739064,1.2436269961715136,Lost Customers
31,3,409.5,3,3,2,332,0,0.10516337202887262,-0.7757801764402892,Regular Customers
23,2,503.76,3,2,2,322,0,-0.08173991695525215,-0.9282531655133339,Regular Customers
23,4,414.76,3,3,2,332,0,0.4556305072187307,-0.7043028484209771,Regular Customers
4,3,974.42,4,3,3,433,0,0.7401318649191663,-0.6879846453521186,Regular Customers
85,1,211.32,2,1,1,211,0,-0.940199856839366,-0.6988323092885661,Regular Customers
22,4,1226.89,3,3,3,333,2,1.1945675985657962,-0.2536564301161914,VIP Customers
196,3,455.88,1,3,2,132,1,-0.6116575217428857,0.6660435851664049,Lost Customers
107,3,534.85,2,3,2,232,0,-0.1309821898530052,-0.05286703070123837,Regular Customers
318,1,120.94999999999999,1,1,1,111,1,-2.0933722757423814,1.249062884601643,Lost Customers
106,3,149.05,2,3,1,231,0,-0.4752290550824346,-0.2796002945510768,Regular Customers
174,2,513.7,1,2,2,122,1,-0.7671308430467193,0.37285396068471793,Lost Customers
56,1,81.57,2,1,1,211,0,-0.9241639833418173,-1.0210025846992046,Regular Customers
323,1,229.46999999999997,1,1,1,111,1,-2.0182397495905406,1.3533233422655584,Lost Customers
372,1,50.550000000000004,1,1,1,111,1,-2.4053497722745134,1.6725411590826145,Lost Customers
9,8,1646.8400000000001,4,4,3,443,2,2.8697636055731928,0.4208281571337096,VIP Customers
73,3,789.89,2,3,3,233,0,0.2559785044317982,-0.20035143886223503,Regular Customers
7,1,204.0,4,1,1,411,0,-0.5881329566818241,-1.3721631512970616,Regular Customers
4,9,2616.38,4,4,4,444,2,4.078349709399631,1.0633039342053114,VIP Customers
64,2,689.9,2,2,3,223,0,-0.10196963724160113,-0.47124411910831876,Regular Customers
1,5,975.36,4,4,3,443,2,1.3726228175073754,-0.43891513394303344,VIP Customers
23,2,661.3199999999999,3,2,2,322,0,0.06072789351630501,-0.8391595267195124,Regular Customers
31,3,1247.5,3,3,3,333,0,0.8628939202337782,-0.30192596655692794,Regular Customers
11,2,752.4399999999999,4,2,3,423,0,0.19830220947659175,-0.890587516687762,Regular Customers
52,2,1010.1800000000001,2,2,3,223,0,0.24281414462159273,-0.3930916428034525,Regular Customers
357,1,190.55,1,1,1,111,1,-2.209781916335912,1.6230146380637769,Lost Customers
55,2,642.77,2,2,2,222,0,-0.10319838285040812,-0.5751086027721333,Regular Customers
74,2,921.88,2,2,3,223,0,0.06180435824845416,-0.2542752540243335,Regular Customers
138,3,881.07,2,3,3,233,0,0.03951986851046562,0.40886680399314557,Regular Customers
80,3,908.46,2,3,3,233,0,0.3310013016326578,-0.07324936225362352,Regular Customers
9,2,676.99,4,2,3,423,0,0.13927640399726174,-0.9504101205087967,Regular Customers
273,1,516.42,1,1,2,112,1,-1.528849054403266,1.086612624924082,Lost Customers
291,1,560.47,1,1,2,112,1,-1.5717921011634184,1.265949921752614,Lost Customers
99,1,305.28,2,1,1,211,0,-0.9196194890390532,-0.5255905018602448,Regular Customers
31,2,629.31,3,2,2,322,0,-0.005004247688426725,-0.7886248080954746,Regular Customers
14,4,1819.41,4,3,4,434,2,1.767120204656365,0.012753986321492602,VIP Customers
64,2,656.6800000000001,2,2,2,222,0,-0.13200759525039216,-0.4900286499583489,Regular Customers
212,1,348.15000000000003,1,1,2,112,1,-1.4004903441405003,0.468120709864342,Lost Customers
78,3,1214.41,2,3,3,233,0,0.616842359023675,0.08259389985554938,Regular Customers
25,3,271.40000000000003,3,3,1,331,0,0.007882758549215338,-0.9053462766597101,Regular Customers
250,1,183.4,1,1,1,111,1,-1.72420378131712,0.700977886931095,Lost Customers
254,1,307.53000000000003,1,1,2,112,1,-1.6303579541000417,0.8054857709471769,Lost Customers
72,1,248.61,2,1,1,211,0,-0.8467007950254747,-0.7892783100577526,Regular Customers
191,1,346.98,1,1,2,112,1,-1.3049790357901347,0.28729213107913637,Lost Customers
13,4,1105.59,4,3,3,433,2,1.126273369949402,-0.399460969564074,VIP Customers
373,1,205.86,1,1,1,111,1,-2.2695149763240203,1.7689418968751545,Lost Customers
24,2,470.8,3,2,2,322,0,-0.11614131469275142,-0.9383112965689328,Regular Customers
82,1,115.46000000000001,2,1,1,211,0,-1.0130821158433634,-0.778775301363638,Regular Customers
10,2,344.0,4,2,2,422,0,-0.1664160395372756,-1.1301227606232322,Regular Customers
192,1,228.8,1,1,1,111,1,-1.4164374708999754,0.2290456279874276,Lost Customers
267,1,177.15,1,1,1,111,1,-1.8080302101053347,0.8432932414084372,Lost Customers
130,1,919.61,2,1,3,213,0,-0.5066888659032467,0.08774840707259722,Regular Customers
1,4,728.02,4,3,3,433,0,0.840052064623105,-0.7159136965612407,Regular Customers
4,5,220.10000000000002,4,4,1,441,0,0.6759112528978176,-0.8402451670659644,Regular Customers
179,1,58.08,1,1,1,111,1,-1.5110237686709318,0.020978607889079088,Lost Customers
4,2,303.75,4,2,1,421,0,-0.17521940463763694,-1.204358748149232,Regular Customers
158,2,416.08,1,2,2,122,1,-0.7818235604127224,0.18038381402668233,Lost Customers
28,1,345.82,3,1,2,312,0,-0.5564666974844331,-1.1118028366883537,Regular Customers
71,5,477.83,2,4,2,242,0,0.6008522326484963,-0.1196910524654749,Regular Customers
71,1,74.39999999999999,2,1,1,211,0,-0.9996252178984889,-0.896366213204464,Regular Customers
99,1,207.36,2,1,1,211,0,-1.008160032332877,-0.5809601966475704,Regular Customers
234,1,101.19,1,1,1,111,1,-1.724962575356348,0.5172214555168573,Lost Customers
40,1,243.94,3,1,1,311,0,-0.7037703460207159,-1.0664591800116852,Regular Customers
3,6,1098.48,4,4,3,443,2,1.7836751532455895,-0.214999063073494,VIP Customers
133,1,76.5,2,1,1,211,0,-1.2828355482452638,-0.363257153900278,Regular Customers
44,4,1531.6200000000001,3,3,3,333,2,1.3689406730052758,0.10740210676609889,VIP Customers
373,1,350.06,1,1,2,112,1,-2.1391274523966373,1.8504810103180909,Lost Customers
60,2,786.54,2,2,3,223,0,0.003807653831531504,-0.45091573353496195,Regular Customers
31,7,1488.67,3,4,3,343,2,2.316653758905193,0.38299790051180543,VIP Customers
12,4,2294.78,4,3,4,434,2,2.2061530394660878,0.2643972248488506,VIP Customers
138,1,501.14,2,1,2,212,0,-0.9218631880856252,-0.08024396016437195,Regular Customers
22,8,984.91,3,4,3,343,2,2.211456895035301,0.1580661702399571,VIP Customers
20,5,1197.81,3,4,3,343,2,1.4863928463612612,-0.15012066291837348,VIP Customers
239,1,30.6,1,1,1,111,1,-1.8117836512199974,0.5202026440492584,Lost Customers
269,1,283.73,1,1,1,111,1,-1.7208562519224022,0.9207185678472155,Lost Customers
94,2,922.39,2,2,3,223,0,-0.029705195599076802,-0.0823992584272981,Regular Customers
5,8,2099.64,4,4,4,444,2,3.297585421764057,0.6425502364923383,VIP Customers
78,1,259.17,2,1,1,211,0,-0.8647435158155711,-0.7318307849320356,Regular Customers
94,1,64.0,2,1,1,211,0,-1.1147953416582963,-0.7049212279061592,Regular Customers
23,3,1073.3,3,3,3,333,0,0.7421682853700927,-0.4690638792383022,Regular Customers
262,1,77.3,1,1,1,111,1,-1.8753232089863683,0.7439353088038162,Lost Customers
274,2,109.8,1,2,1,121,1,-1.5921960124250467,1.002403337706777,Lost Customers
86,4,1793.58,2,3,4,234,2,1.4126698521577157,0.6158635960428566,VIP Customers
56,5,2607.61,2,4,4,244,2,2.5956051604333474,0.9559204095010274,VIP Customers
22,6,962.39,3,4,3,343,2,1.5732486298877968,-0.12894407702685365,VIP Customers
108,3,422.47,2,3,2,232,0,-0.23719618918768068,-0.10783387458373049,Regular Customers
85,5,2388.75,2,4,4,244,2,2.2643515704564288,1.0809662026832187,VIP Customers
19,1,307.09000000000003,3,1,2,312,0,-0.5501000533498974,-1.2109174690836477,Regular Customers
333,1,110.95,1,1,1,111,1,-2.1713924332721075,1.37209900858568,Lost Customers
40,4,618.52,3,3,2,332,0,0.5616978641447312,-0.4432355576457774,Regular Customers
26,1,228.91,3,1,1,311,0,-0.6529811766255477,-1.1950693492704436,Regular Customers
10,4,712.8,4,3,3,433,0,0.7849031256488859,-0.6473055493965044,Regular Customers
14,4,1676.06,4,3,4,434,2,1.6375012618339626,-0.06830448740974833,VIP Customers
296,1,1257.8700000000001,1,1,3,113,1,-0.9641865854806648,1.703197571679195,Lost Customers
6,1,486.22,4,1,2,412,0,-0.328347410441276,-1.2211588384329581,Regular Customers
33,4,971.76,3,3,3,333,0,0.9132918329922685,-0.30354866675430686,Regular Customers
49,4,1741.22,3,3,4,334,2,1.5354710557353406,0.2688191080278785,VIP Customers
95,4,1201.06,2,3,3,233,2,0.8355187109416207,0.35803256019367347,VIP Customers
9,4,1429.35,4,3,3,433,2,1.4374155322734872,-0.2507056530256706,VIP Customers
22,1,91.8,3,1,1,311,0,-0.7585636894222202,-1.3069168844133585,Regular Customers
313,1,112.75,1,1,1,111,1,-2.0777941472451573,1.2015292220874876,Lost Customers
122,4,1688.29,2,3,4,234,2,1.151917994058238,0.8651841734119211,VIP Customers
46,2,1021.48,3,2,3,323,0,0.28062296300567385,-0.43817824546132905,Regular Customers
283,1,417.2,1,1,2,112,1,-1.664550425936438,1.1163016399921135,Lost Customers
19,4,791.33,3,3,3,333,0,0.81452416148876,-0.5256856693241724,Regular Customers
36,4,1299.59,3,3,3,333,2,1.1959243966109343,-0.09243627006510206,VIP Customers
64,2,712.88,2,2,3,223,0,-0.08119082101517065,-0.4582498831380089,Regular Customers
27,1,108.81,3,1,1,311,0,-0.7661757008195811,-1.2544015326520999,Regular Customers
22,3,468.41,3,3,2,332,0,0.19981737979912076,-0.8196834424238751,Regular Customers
4,2,353.65000000000003,4,2,2,422,0,-0.13009917270992238,-1.1761423697802824,Regular Customers
16,3,2742.82,4,3,4,434,2,2.2839598269994354,0.4149247054303411,VIP Customers
46,1,481.49,3,1,2,312,0,-0.5165657432582689,-0.8806582335238867,Regular Customers
65,1,282.45,2,1,1,211,0,-0.7839124790378978,-0.8301988590669332,Regular Customers
45,1,121.18,3,1,1,311,0,-0.8377642174689117,-1.0929779606077026,Regular Customers
15,10,1668.95,4,4,4,444,2,3.4800099326110208,0.7590828499529433,VIP Customers
268,1,71.4,1,1,1,111,1,-1.9082492768211576,0.7920753872771703,Lost Customers
40,3,1575.89,3,3,3,333,2,1.118441632415511,-0.0390206295854831,VIP Customers
337,1,236.02,1,1,1,111,1,-2.076696645774226,1.4771384235770486,Lost Customers
11,1,114.6,4,1,1,411,0,-0.6873637451666469,-1.388397617443741,Regular Customers
19,2,260.68,3,2,1,321,0,-0.28314188821645175,-1.1000223362425732,Regular Customers
95,2,911.94,2,2,3,223,0,-0.04375275725054694,-0.0797289190002305,Regular Customers
61,1,112.08,2,1,1,211,0,-0.9195691183659487,-0.9608535433992521,Regular Customers
136,1,60.7,2,1,1,211,0,-1.3109177200438435,-0.3464532561874687,Regular Customers
11,4,1797.78,4,3,4,434,2,1.7613576814438354,-0.025215022460450605,VIP Customers
19,4,870.09,3,3,3,333,0,0.8857399824632448,-0.4811501590969487,Regular Customers
10,4,869.46,4,3,3,433,0,0.9265571443622278,-0.5587208232385958,Regular Customers
15,2,250.26000000000002,4,2,1,421,0,-0.27416964784835157,-1.1402319360034798,Regular Customers
59,6,1217.65,2,4,3,243,2,1.6339122571344862,0.33283193746227013,VIP Customers
94,1,353.48,2,1,2,212,0,-0.853043743693671,-0.5412323058571908,Regular Customers
10,3,1095.42,4,3,3,433,0,0.8219504349927331,-0.5680878852150429,Regular Customers
20,3,786.83,3,3,3,333,0,0.4969339741067431,-0.6567889130148865,Regular Customers
57,5,1520.58,2,4,3,243,2,1.6080998976047445,0.34982945384906255,VIP Customers
268,1,333.74,1,1,2,112,1,-1.6710380214320466,0.9404177660609424,Lost Customers
122,3,533.98,2,3,2,232,0,-0.20074688210216965,0.0753317292448926,Regular Customers
127,1,62.63999999999999,2,1,1,211,0,-1.2677767305686234,-0.4225706920243424,Regular Customers
78,4,819.2900000000001,2,3,3,233,0,0.5684923863712822,-0.003691995380258014,Regular Customers
240,2,847.41,1,2,3,123,1,-0.7688892195158503,1.1277922303374437,Lost Customers
200,2,163.2,1,2,1,121,1,-1.203619435482017,0.3977246572218772,Lost Customers
60,2,2155.95,2,2,4,224,2,1.2420460667399797,0.32342876951560334,VIP Customers
273,1,108.21000000000001,1,1,1,111,1,-1.897957869537782,0.8557868170285131,Lost Customers
202,1,257.7,1,1,1,111,1,-1.4362910645858773,0.33118118407008484,Lost Customers
81,1,358.0,2,1,2,212,0,-0.7891757440094631,-0.650208381158451,Regular Customers
226,1,160.95,1,1,1,111,1,-1.6341385216066449,0.48237820983346763,Lost Customers
13,7,1328.35,4,4,3,443,2,2.254463952634576,0.13791474570816803,VIP Customers
74,2,605.12,2,2,2,222,0,-0.2246141721207414,-0.43338988352630664,Regular Customers
212,1,1031.07,1,1,3,113,1,-0.7829851580067366,0.8542836179950641,Lost Customers
25,2,744.85,3,2,3,323,0,0.12705974055827912,-0.7747680183449484,Regular Customers
17,4,700.73,4,3,3,433,0,0.7417995280794724,-0.5940749691830746,Regular Customers
262,1,329.56,1,1,2,112,1,-1.6472264212892684,0.8865778660653637,Lost Customers
96,4,663.65,2,3,2,232,0,0.3449870327244499,0.06272889670888418,Regular Customers
112,3,270.40000000000003,2,3,1,231,0,-0.3930940104362285,-0.15950562394447956,Regular Customers
203,1,585.12,1,1,2,112,1,-1.1448321580726801,0.5249029816037052,Lost Customers
93,1,121.74000000000001,2,1,1,211,0,-1.057987544177936,-0.6808510356084246,Regular Customers
51,1,430.5,3,1,2,312,0,-0.5856642430541185,-0.8665940586982708,Regular Customers
18,6,1961.52,4,4,4,444,2,2.495069169707284,0.4017049360854468,VIP Customers
18,4,501.12,4,3,2,432,0,0.5567110231124414,-0.6983667566552155,Regular Customers
125,2,465.68,2,2,2,222,0,-0.5852229332620555,-0.07468900457020211,Regular Customers
92,3,711.41,2,3,3,233,0,0.09764369573043113,-0.08172038953232437,Regular Customers
157,2,1030.4,1,2,3,123,0,-0.22174885539073144,0.5191768895426523,Regular Customers
9,2,399.51,4,2,2,422,0,-0.1116246371911598,-1.107313540745593,Regular Customers
12,3,672.83,4,3,3,433,0,0.43064196573701397,-0.7898862249385301,Regular Customers
62,1,283.18,2,1,1,211,0,-0.7694567981241008,-0.855524216138862,Regular Customers
61,1,557.62,2,1,2,212,0,-0.5167060295267917,-0.7089191702829839,Regular Customers
269,2,944.1,1,2,3,123,1,-0.8148183769318408,1.4312684482555476,Lost Customers
